Timestamp,Open,High,Low,Close,Volume_(BTC),Volume_(Currency),Weighted_Price
31-03-2018 23:11:00,6930.0,6933.91,6916.38,6919.72,1.33436918,9242.7384769,6926.6726296
31-03-2018 23:12:00,6926.81,6927.49,6913.3,6914.12,3.66907227,25377.131075,6916.4980158
31-03-2018 23:13:00,6927.48,6927.48,6910.74,6910.74,7.96625241,55079.488596,6914.1028631
31-03-2018 23:14:00,6924.49,6924.97,6907.76,6914.7,0.49408816,3418.59297,6918.99391
31-03-2018 23:15:00,6922.74,6922.74,6909.25,6909.25,0.3577837,2474.8959738,6917.2966062
31-03-2018 23:16:00,6919.57,6919.57,6900.0,6907.54,2.96345741,20479.8068,6910.7815524
31-03-2018 23:17:00,6900.0,6906.37,6891.01,6906.37,3.42640626,23643.38597,6900.3451945
31-03-2018 23:18:00,6906.37,6906.37,6895.94,6900.3,2.26607561,15647.691295,6905.1938187
31-03-2018 23:19:00,6900.34,6901.75,6889.91,6889.91,0.72843923,5024.3514156,6897.4201397
31-03-2018 23:20:00,6899.33,6900.91,6879.42,6888.49,24.78735689,170648.69899,6884.5056676
31-03-2018 23:21:00,6890.96,6909.98,6890.95,6904.07,10.35279107,71382.115295,6894.9633787
31-03-2018 23:22:00,6909.19,6918.0,6898.99,6918.0,10.2666783,71013.732203,6916.9141302
31-03-2018 23:23:00,6917.99,6921.72,6906.75,6917.9,8.29947833,57414.715684,6917.8704252
31-03-2018 23:24:00,6917.9,6923.32,6906.74,6923.32,0.23863594,1649.7740749,6913.3512536
31-03-2018 23:25:00,6919.05,6919.05,6917.74,6917.74,0.06006142,415.49713099,6917.8705896
31-03-2018 23:26:00,6916.79,6916.79,6900.05,6901.62,0.7560794,5224.068764,6909.418196
31-03-2018 23:27:00,6912.89,6919.34,6912.89,6918.71,0.66488995,4598.6234181,6916.367766
31-03-2018 23:28:00,6918.71,6918.71,6903.74,6909.89,0.60167144,4160.0806642,6914.2066378
31-03-2018 23:29:00,6909.84,6909.84,6901.01,6904.38,0.50082126,3457.9625933,6904.5842689
31-03-2018 23:30:00,6908.18,6908.18,6904.1,6904.1,0.47324215,3267.8896532,6905.3224722
31-03-2018 23:31:00,6904.1,6904.1,6904.1,6904.1,0.50164596,3463.4138724,6904.1
31-03-2018 23:32:00,6904.09,6911.0,6900.02,6908.89,5.49048985,37920.06262,6906.498993
31-03-2018 23:33:00,6908.87,6911.0,6905.01,6911.0,1.7936551,12390.886893,6908.176992
31-03-2018 23:34:00,6910.3,6920.93,6910.3,6915.83,21.09909805,145842.54677,6912.264516
31-03-2018 23:35:00,6915.83,6918.4,6910.6,6918.4,0.26368904,1823.4885458,6915.2989664
31-03-2018 23:36:00,6918.4,6930.45,6918.39,6929.8,2.44071971,16912.809446,6929.4353535
31-03-2018 23:37:00,6925.06,6933.92,6919.01,6933.92,1.67885265,11623.937335,6923.7388612
31-03-2018 23:38:00,6933.24,6934.73,6921.01,6928.7,1.23625587,8566.4733852,6929.3692293
31-03-2018 23:39:00,6921.01,6926.97,6917.72,6926.97,1.34464668,9309.521036,6923.3956953
31-03-2018 23:40:00,6924.23,6924.46,6924.23,6924.46,0.15529,1075.2770167,6924.3159038
31-03-2018 23:41:00,6927.99,6937.43,6924.25,6937.43,16.52812246,114517.26302,6928.6310833
31-03-2018 23:42:00,6936.74,6937.4,6925.81,6931.49,0.57519138,3988.1574049,6933.6181722
31-03-2018 23:43:00,6934.42,6934.42,6923.95,6924.96,1.12549338,7801.0346806,6931.2132965
31-03-2018 23:44:00,6927.15,6930.92,6927.15,6930.92,0.22028513,1526.7594146,6930.8328463
31-03-2018 23:45:00,6924.01,6933.42,6924.01,6933.42,1.31470454,9111.0885195,6930.1415202
31-03-2018 23:46:00,6933.29,6937.8,6930.22,6931.42,4.24206317,29416.21233,6934.4116652
31-03-2018 23:47:00,6931.42,6931.42,6912.83,6921.91,3.29271231,22789.614597,6921.2285956
31-03-2018 23:48:00,6915.92,6919.08,6914.96,6919.08,0.19881614,1375.5025225,6918.4650829
31-03-2018 23:49:00,6919.08,6924.27,6918.73,6923.99,1.43105324,9902.5210227,6919.7432673
31-03-2018 23:50:00,6924.26,6926.0,6918.74,6926.0,0.6784996,4696.8330787,6922.3814999
31-03-2018 23:51:00,6925.9,6925.9,6918.8,6923.2,2.28945478,15850.501874,6923.2648804
31-03-2018 23:52:00,6923.21,6934.8,6923.12,6926.24,3.67486017,25443.510947,6923.6677779
31-03-2018 23:53:00,6933.49,6933.49,6921.61,6929.0,2.52877135,17511.438604,6924.880181
31-03-2018 23:54:00,6927.67,6931.3,6916.46,6927.93,17.69323387,122575.91691,6927.8413326
31-03-2018 23:55:00,6922.78,6930.04,6921.19,6930.04,17.46049477,120894.09745,6923.8643604
31-03-2018 23:56:00,6931.19,6931.19,6922.44,6925.78,0.08409046,582.35436767,6925.3321681
31-03-2018 23:57:00,6925.1,6927.17,6925.1,6927.17,0.10060262,696.71063643,6925.3726834
31-03-2018 23:58:00,6927.17,6930.76,6926.41,6929.56,0.39247178,2719.183326,6928.3537429
31-03-2018 23:59:00,6927.0,6929.78,6922.38,6928.62,1.65143552,11437.026286,6925.5058081
01-04-2018 00:00:00,6926.5,6950.0,6920.51,6950.0,5.91475597,41077.773247,6944.9650087
01-04-2018 00:01:00,6955.53,6974.47,6955.52,6969.47,15.15884979,105589.62304,6965.5431977
01-04-2018 00:02:00,6969.98,6983.58,6969.47,6983.58,30.89020041,215534.81842,6977.4496622
01-04-2018 00:03:00,6984.06,6998.99,6984.06,6998.99,16.43726718,115029.58068,6998.0964245
01-04-2018 00:04:00,6997.6,7000.0,6990.97,6990.97,7.10310667,49711.73581,6998.5906336
01-04-2018 00:05:00,6992.1,6996.32,6991.79,6995.98,1.30084575,9100.0018576,6995.4503503
01-04-2018 00:06:00,6995.7,6995.99,6994.31,6994.31,0.1433372,1002.629207,6994.8987912
01-04-2018 00:07:00,6993.99,7014.49,6993.99,7009.99,21.40055583,149802.85043,6999.9513855
01-04-2018 00:08:00,7011.99,7016.37,7000.01,7000.01,21.91717009,153687.01649,7012.1742843
01-04-2018 00:09:00,7000.01,7006.91,6992.51,6998.99,10.72844955,75091.027615,6999.2432051
01-04-2018 00:10:00,6998.5,6998.99,6994.91,6997.98,10.75144929,75237.54214,6997.897689
01-04-2018 00:11:00,6997.98,6997.99,6996.99,6997.01,5.93477094,41528.511755,6997.4919294
01-04-2018 00:12:00,6996.51,6997.01,6981.4,6981.4,10.34620237,72332.893402,6991.2505879
01-04-2018 00:13:00,6991.7,6991.7,6978.82,6984.04,1.32012031,9215.2092675,6980.5829042
01-04-2018 00:14:00,6992.39,6998.88,6992.38,6997.2,1.01081966,7071.0699467,6995.3822887
01-04-2018 00:15:00,6986.75,6987.21,6986.75,6987.21,2.95474476,20644.88323,6987.0276138
01-04-2018 00:16:00,6995.6,6997.2,6995.59,6997.2,1.99489333,13956.009346,6995.8674662
01-04-2018 00:17:00,6995.3,7004.0,6995.3,7004.0,0.97944639,6853.1506104,6996.9634687
01-04-2018 00:18:00,7004.0,7012.35,6999.89,7003.4,8.33932549,58420.842413,7005.4637492
01-04-2018 00:19:00,7000.09,7003.71,6998.51,7003.69,2.32385208,16269.486031,7001.0850393
01-04-2018 00:20:00,7003.7,7014.28,7002.5,7002.5,21.06773221,147560.44977,7004.0974654
01-04-2018 00:21:00,7002.53,7009.52,7002.35,7006.19,2.91650032,20424.977036,7003.2486869
01-04-2018 00:22:00,7006.19,7006.52,7005.82,7005.82,0.4585705,3212.8533891,7006.2365308
01-04-2018 00:23:00,7004.24,7005.93,7002.35,7005.23,2.16793841,15186.196914,7004.9023735
01-04-2018 00:24:00,7005.93,7007.89,7002.35,7005.44,10.25642778,71843.999039,7004.7779383
01-04-2018 00:25:00,7008.52,7008.52,7006.87,7006.88,0.57643165,4039.4274619,7007.6434247
01-04-2018 00:26:00,7004.76,7013.8,7004.76,7010.25,1.64013106,11492.298429,7006.9390849
01-04-2018 00:27:00,7010.25,7029.99,7010.25,7026.84,33.83961172,237469.69051,7017.5063613
01-04-2018 00:28:00,7028.19,7033.91,7026.5,7026.5,6.28130459,44146.959306,7028.3105481
01-04-2018 00:29:00,7026.03,7031.33,7023.48,7031.33,3.64277712,25603.15358,7028.4710639
01-04-2018 00:30:00,7026.29,7026.29,7016.9,7024.51,0.64004517,4496.1186602,7024.6896172
01-04-2018 00:31:00,7024.47,7030.6,7015.8,7023.45,7.15574405,50260.050823,7023.7351242
01-04-2018 00:32:00,7029.81,7029.81,7017.48,7017.48,1.09429506,7685.6327329,7023.3641856
01-04-2018 00:33:00,7024.28,7028.74,7017.76,7020.4,14.21909505,99890.856011,7025.1204918
01-04-2018 00:34:00,7017.47,7025.52,7017.47,7025.52,0.31967643,2245.6114025,7024.6386401
01-04-2018 00:35:00,7023.22,7023.22,6993.01,6993.01,9.08258641,63653.744665,7008.3280017
01-04-2018 00:36:00,6996.97,6997.17,6995.33,6997.17,2.50180787,17504.750776,6996.8405592
01-04-2018 00:37:00,6995.87,7004.89,6993.0,7004.2,0.9482713,6634.9978076,6996.9404406
01-04-2018 00:38:00,7003.09,7009.99,6995.02,7009.99,6.23608582,43688.404925,7005.7414516
01-04-2018 00:39:00,7010.03,7012.8,7000.76,7012.8,4.05906683,28443.211652,7007.3277536
01-04-2018 00:40:00,7009.66,7015.26,7009.65,7014.0,1.41070755,9892.7887778,7012.6432497
01-04-2018 00:41:00,7018.05,7021.0,7018.05,7020.3,2.81923165,19791.428714,7020.1498744
01-04-2018 00:42:00,7020.3,7020.3,7007.74,7007.74,0.11064324,776.42472143,7017.3715216
01-04-2018 00:43:00,7020.3,7020.3,7007.74,7007.74,0.11064324,776.42472143,7017.3715216
01-04-2018 00:44:00,7009.6,7009.6,6981.62,6984.82,6.6634716,46593.253026,6992.3391023
01-04-2018 00:45:00,6989.35,6989.97,6989.35,6989.97,0.08,559.15815965,6989.4769957
01-04-2018 00:46:00,6989.97,6989.97,6989.28,6989.28,1.70230631,11897.940876,6989.3066871
01-04-2018 00:47:00,6989.28,6989.28,6970.31,6970.31,5.07401341,35414.213147,6979.526912
01-04-2018 00:48:00,6974.72,6986.29,6974.72,6982.29,4.22767851,29499.971394,6977.8180446
01-04-2018 00:49:00,6981.21,6983.6,6974.44,6981.19,2.69807923,18840.933058,6983.0910998
01-04-2018 00:50:00,6982.46,6982.46,6974.03,6981.18,0.03950627,275.76680786,6980.3301567
01-04-2018 00:51:00,6980.48,6980.48,6977.42,6977.42,1.01061864,7051.5894488,6977.4979104
01-04-2018 00:52:00,6981.17,7001.3,6981.17,7001.3,7.76614103,54280.566666,6989.3871945
01-04-2018 00:53:00,6997.91,7007.76,6995.28,7007.76,3.48026987,24369.58656,7002.2117453
01-04-2018 00:54:00,7007.75,7007.75,7002.3,7007.05,0.42225848,2958.7511899,7006.9668936
01-04-2018 00:55:00,7007.05,7007.05,7002.86,7002.86,0.13509589,946.55885172,7006.5703089
01-04-2018 00:56:00,7000.4,7000.4,6998.46,6998.46,0.63919594,4474.3556584,6999.9750912
01-04-2018 00:57:00,6989.25,6989.25,6984.09,6984.09,1.61692853,11294.063231,6984.8871001
01-04-2018 00:58:00,6980.51,6983.6,6980.51,6981.51,0.18537632,1294.1886174,6981.4128225
01-04-2018 00:59:00,6984.29,6984.29,6983.6,6983.6,0.13595611,949.4699898,6983.6507517
01-04-2018 01:00:00,6982.89,6983.58,6978.25,6980.55,1.08570022,7577.878462,6979.7153233
01-04-2018 01:01:00,6980.32,6980.55,6975.0,6978.25,7.37843339,51486.90963,6978.0273005
01-04-2018 01:02:00,6980.55,6981.0,6976.44,6980.85,2.16602908,15121.005771,6980.9800387
01-04-2018 01:03:00,6980.85,6981.0,6970.29,6977.92,27.68698257,193093.03864,6974.1452739
01-04-2018 01:04:00,6977.16,6982.62,6977.16,6981.92,0.06324581,441.54760558,6981.4522982
01-04-2018 01:05:00,6981.51,6988.43,6978.2,6988.43,10.77092438,75183.241077,6980.2032234
01-04-2018 01:06:00,6989.02,6996.49,6989.02,6996.49,1.0,6996.22855,6996.22855
01-04-2018 01:07:00,6988.32,6997.33,6988.32,6996.89,9.33212425,65270.86327,6994.2128418
01-04-2018 01:08:00,6995.8,6995.8,6985.71,6993.22,0.36771739,2571.1345348,6992.1483311
01-04-2018 01:09:00,6994.13,6998.99,6994.13,6998.3,0.49684603,3476.5527332,6997.2436596
01-04-2018 01:10:00,6998.99,6998.99,6998.3,6998.99,1.07793043,7544.3476494,6998.9188907
01-04-2018 01:11:00,7003.69,7005.04,6998.29,6998.29,1.85084198,12961.905139,7003.2478617
01-04-2018 01:12:00,7006.3,7006.3,7003.78,7006.2,0.51943729,3638.68681,7005.0550473
01-04-2018 01:13:00,7004.81,7005.39,6999.0,7005.36,1.12150069,7856.150832,7005.0343277
01-04-2018 01:14:00,7004.69,7004.69,6993.2,6993.2,1.39276461,9752.0023213,7001.9027273
01-04-2018 01:15:00,6992.8,7003.23,6990.04,7003.23,1.19564743,8360.6979753,6992.6115053
01-04-2018 01:16:00,6996.65,6997.34,6983.78,6989.99,4.44395802,31062.478422,6989.8226497
01-04-2018 01:17:00,6989.99,6990.0,6989.31,6990.0,1.24266066,8685.8053721,6989.6840318
01-04-2018 01:18:00,6989.73,6999.98,6984.16,6984.18,4.16122185,29084.597976,6989.437003
01-04-2018 01:19:00,6982.56,6999.97,6982.56,6998.37,24.57229393,171750.76431,6989.6105263
01-04-2018 01:20:00,6999.99,7000.0,6995.21,6999.19,1.20211255,8409.9173808,6995.9484084
01-04-2018 01:21:00,7000.09,7005.51,6998.49,7003.49,1.07322954,7515.7546933,7002.9331221
01-04-2018 01:22:00,7003.99,7005.51,7003.99,7005.51,1.0261178,7188.4253091,7005.4581541
01-04-2018 01:23:00,7004.4,7009.78,7003.29,7006.4,0.22682141,1588.824019,7004.7356596
01-04-2018 01:24:00,7006.3,7009.0,7006.3,7009.0,0.70540385,4944.0810846,7008.8660342
01-04-2018 01:25:00,7003.3,7008.99,7003.3,7004.3,0.45028245,3153.8162183,7004.084255
01-04-2018 01:26:00,7004.3,7008.99,7004.3,7007.97,0.47074589,3298.116454,7006.1502907
01-04-2018 01:27:00,7007.97,7007.98,6999.15,7007.97,0.43894858,3075.7398437,7007.0618378
01-04-2018 01:28:00,7007.97,7010.0,7007.97,7010.0,2.64691492,18554.011621,7009.6743498
01-04-2018 01:29:00,7007.36,7015.0,7007.36,7010.87,6.0655258,42530.708305,7011.8749317
01-04-2018 01:30:00,7010.02,7014.75,7009.3,7009.3,0.34957776,2451.042384,7011.4368374
01-04-2018 01:31:00,7007.29,7007.29,7005.82,7005.82,0.42065318,2947.2320334,7006.3229605
01-04-2018 01:32:00,7005.82,7005.82,7005.82,7005.82,0.0210591,147.53626396,7005.82
01-04-2018 01:33:00,7005.13,7015.97,7005.13,7015.97,0.25483283,1785.6540704,7007.1586553
01-04-2018 01:34:00,7015.3,7015.3,7013.06,7015.24,0.1624044,1139.1385579,7014.2099471
01-04-2018 01:35:00,7012.89,7014.77,7012.46,7014.77,0.71270129,4998.6396018,7013.6530857
01-04-2018 01:36:00,7015.98,7015.99,7015.98,7015.98,6.01082996,42171.862891,7015.980018
01-04-2018 01:37:00,7015.97,7019.04,7012.28,7012.28,5.4685196,38372.146473,7016.9166941
01-04-2018 01:38:00,7014.56,7022.27,7014.56,7022.27,9.5227044,66848.994292,7019.9589827
01-04-2018 01:39:00,7014.56,7022.27,7014.56,7022.27,9.5227044,66848.994292,7019.9589827
01-04-2018 01:40:00,7021.58,7021.58,7012.85,7012.85,0.52321958,3672.9829489,7019.9646368
01-04-2018 01:41:00,7016.97,7021.59,7016.97,7021.59,2.09636697,14715.9507,7019.7398214
01-04-2018 01:42:00,7018.55,7019.31,7015.08,7019.31,6.69675696,47004.124869,7018.9384428
01-04-2018 01:43:00,7019.31,7019.31,7018.25,7019.31,0.87929364,6171.5994866,7018.8151101
01-04-2018 01:44:00,7020.87,7045.71,7020.87,7039.99,43.97961918,309202.01947,7030.5751899
01-04-2018 01:45:00,7041.75,7041.94,7027.93,7028.52,7.30197433,51385.259612,7037.1734122
01-04-2018 01:46:00,7028.45,7029.19,7025.61,7029.05,2.59883419,18266.503787,7028.7299809
01-04-2018 01:47:00,7021.36,7023.45,7018.62,7023.45,0.1850297,1298.9478139,7020.2125059
01-04-2018 01:48:00,7023.39,7031.7,7023.26,7031.7,0.43018664,3021.5290256,7023.7630476
01-04-2018 01:49:00,7029.64,7035.3,7023.68,7023.68,2.77048661,19488.537079,7034.3372203
01-04-2018 01:50:00,7023.68,7023.68,7015.07,7015.07,0.36647088,2572.59846,7019.9260034
01-04-2018 01:51:00,7016.6,7017.31,7016.6,7017.3,0.02482671,174.21565344,7017.2670257
01-04-2018 01:52:00,7016.62,7016.62,7006.12,7009.94,0.22887238,1605.3027756,7013.9646193
01-04-2018 01:53:00,7009.25,7009.94,7005.12,7009.94,1.07206478,7515.0691747,7009.9021206
01-04-2018 01:54:00,7009.24,7009.24,7000.0,7000.0,1.66420608,11652.473082,7001.8210018
01-04-2018 01:55:00,6997.91,7000.0,6997.91,7000.0,1.08238379,7575.181169,6998.609217
01-04-2018 01:56:00,7003.24,7012.9,7002.54,7002.54,6.39454447,44812.683305,7007.9555338
01-04-2018 01:57:00,7007.63,7007.63,7006.39,7006.39,0.0860715,603.10686912,7007.0449465
01-04-2018 01:58:00,7004.13,7004.13,7004.13,7004.13,0.007144,50.03750472,7004.13
01-04-2018 01:59:00,6999.3,7005.9,6990.0,7003.87,7.30953625,51118.535437,6993.4033691
01-04-2018 02:00:00,7003.17,7003.17,6973.07,6973.07,5.26460968,36766.847707,6983.7746655
01-04-2018 02:01:00,6979.3,6987.1,6979.3,6982.89,7.49430976,52328.058564,6982.3719916
01-04-2018 02:02:00,6982.77,6990.57,6982.77,6987.95,1.09834647,7674.641059,6987.4500157
01-04-2018 02:03:00,6987.28,6987.28,6977.57,6982.89,10.4121,72671.219083,6979.4968434
01-04-2018 02:04:00,6988.02,6988.02,6986.65,6986.65,0.74828656,5228.5217052,6987.3254241
01-04-2018 02:05:00,6987.34,6990.57,6986.65,6986.65,0.1785081,1247.4726113,6988.3249629
01-04-2018 02:06:00,6993.43,6993.43,6970.17,6979.78,72.29457934,504464.55371,6977.9028845
01-04-2018 02:07:00,6980.0,6994.6,6980.0,6983.2,6.7703813,47335.584892,6991.5685387
01-04-2018 02:08:00,7001.24,7001.24,6996.85,7000.0,13.04647494,91311.094561,6998.9092825
01-04-2018 02:09:00,6994.67,7001.24,6990.88,7001.24,0.01135642,79.434281861,6994.6586919
01-04-2018 02:10:00,7001.24,7011.68,7000.72,7011.67,0.66918217,4690.0476854,7008.6261943
01-04-2018 02:11:00,7005.01,7015.0,7005.01,7015.0,0.37551539,2633.4535385,7012.9044206
01-04-2018 02:12:00,7015.0,7016.61,7009.3,7015.05,0.45917816,3220.8377512,7014.3531025
01-04-2018 02:13:00,7015.06,7015.06,7014.36,7015.05,1.48520679,10418.797233,7015.0482093
01-04-2018 02:14:00,7015.05,7015.05,7009.84,7009.84,0.2721645,1909.0437564,7014.3011173
01-04-2018 02:15:00,7010.54,7011.38,7004.98,7004.98,0.69725621,4887.8970643,7010.1879254
01-04-2018 02:16:00,7004.99,7004.99,7004.29,7004.98,0.03610302,252.8995101,7004.9405866
01-04-2018 02:17:00,7004.29,7004.29,7004.28,7004.28,0.7273259,5094.3998781,7004.2877314
01-04-2018 02:18:00,7004.96,7006.79,7004.27,7004.27,0.15835943,1109.2353403,7004.5423901
01-04-2018 02:19:00,7004.93,7014.45,7000.0,7014.45,27.12975986,190184.66832,7010.1862052
01-04-2018 02:20:00,7004.99,7009.18,7004.99,7005.91,0.18241999,1278.0559561,7006.1178938
01-04-2018 02:21:00,7005.91,7006.4,7000.0,7004.99,1.16281822,8145.5853522,7005.0375993
01-04-2018 02:22:00,7004.99,7011.98,7000.0,7000.04,11.87634479,83161.793556,7002.3054253
01-04-2018 02:23:00,7000.01,7004.85,7000.01,7000.01,0.04538597,317.81309302,7002.4523663
01-04-2018 02:24:00,7000.01,7005.07,7000.0,7005.07,0.17874133,1251.9979807,7004.5242514
01-04-2018 02:25:00,7001.98,7012.6,6999.99,6999.99,1.10028223,7706.2494371,7003.8843007
01-04-2018 02:26:00,6999.99,7004.47,6991.61,6991.61,17.04740603,119330.06064,6999.8954932
